station,longitude,latitude,depth
182,234.003,30.0,4207.906606445532
183,234.579,30.0,4429.966933593848
184,235.155,30.0,3910.404736328125
185,235.731,30.0,4637.44854003909
186,236.308,30.0,4446.200000000041
187,236.913,30.0,4143.809999999899
188,237.382,30.252,3881.8626683597213
189,237.853,30.497,4082.4492000000873
190,238.323,30.74,4227.384999999895
191,238.778,31.0,3895.3149999999773
192,239.248,31.248,4033.9616000000256
193,239.713,31.503,3942.010799999974
194,240.185,31.75,3716.15
195,240.34,31.834,3346.7020000000175
196,240.495,31.918,2364.9580000000155
197,240.65,32.002,1800.38999999998
198,240.949,32.159,1550.8397595214917
199,241.247,32.316,1504.8360519043388
200,241.547,32.474,1142.597038867192
201,241.845,32.631,2034.8520000000078
202,242.175,32.643,717.6917694092457
203,242.477,32.638,1170.839999999991
204,242.616,32.643,259.305338415511
0,242.8828,32.7355,20.0
